Chr	Cluster_Pos	Num_Reads	Most_Common_Flag	Orientation	Soft_Clips
5	21544791	2	81	Unknown	left:2
5	21544840	1	83	Unknown	left:1
5	21546273	2	99	Reverse	right:1, left:1
5	21546775	1	147	Unknown	left:1
3	21549914	5	99	Unknown	right:5
3	21549976	15	147	Unknown	left:15
5	21550359	2	163	Forward	right:1, left:1
5	21553339	1	147	Unknown	right:1
5	21553607	2	147	Reverse	left:1, right:1
5	21555715	1	83	Unknown	right:1
3	21555984	5	147	Unknown	left:5
3	21556448	5	163	Unknown	left:5
5	21558740	1	163	Unknown	right:1
3	21559104	5	99	Unknown	left:5
3	21559982	5	83	Unknown	right:5
5	21560386	1	83	Unknown	left:1
3	21560408	5	83	Unknown	right:5
5	21560656	1	147	Unknown	left:1
5	21560712	2	163	Forward	right:1, left:1
5	21562005	2	147	Reverse	left:1, right:1
3	21562257	5	83	Unknown	right:5
5	21563180	1	83	Unknown	left:1
3	21563423	5	99	Unknown	left:5
5	21564684	1	161	Unknown	right:1
5	21565067	3	83	Unknown	right:3
5	21565832	1	83	Unknown	left:1
3	21566173	5	147	Unknown	right:5
5	21568486	2	99	Reverse	right:1, left:1
5	21568505	1	83	Unknown	right:1
5	21568720	1	147	Unknown	right:1
3	21569720	5	99	Unknown	left:5
5	21571306	1	83	Unknown	right:1
5	21571521	1	83	Unknown	right:1
5	21573054	1	99	Unknown	right:1
5	21574563	1	147	Unknown	left:1
5	21575321	1	99	Unknown	left:1
5	21576155	1	163	Unknown	right:1
5	21576393	2	163	Forward	right:1, left:1
5	21576581	1	99	Unknown	right:1
3	21578742	10	99	Reverse	right:5, left:5
3	21582431	5	99	Unknown	left:5
3	21582681	10	147	Uncertain or multiple	left:10
3	21582999	5	99	Unknown	left:5
3	21585603	5	163	Unknown	right:5
5	21586144	2	163	Forward	right:1, left:1
5	21586613	2	99	Unknown	left:2
5	21586780	1	163	Unknown	right:1
5	21586800	1	99	Unknown	right:1
5	21586939	2	163	Forward	right:1, left:1
3	21587095	15	99	Unknown	left:15
3	21589960	5	147	Unknown	left:5
3	21590016	5	99	Unknown	left:5
3	21590805	5	147	Unknown	right:5
3	21592271	10	147	Reverse	left:5, right:5
5	21593513	2	163	Forward	right:1, left:1
5	21593982	2	83	Unknown	right:2
5	21597686	1	99	Unknown	left:1
3	21598031	5	163	Unknown	left:5
5	21598047	1	147	Unknown	left:1
3	21598768	5	83	Unknown	right:5
3	21600312	10	83	Unknown	right:10
3	21600930	10	99	Unknown	left:10
3	21601491	10	83	Unknown	right:10
5	21601826	2	163	Forward	right:1, left:1
3	21603478	15	83	Unknown	right:15
3	21603527	5	83	Unknown	right:5
5	21606685	1	99	Unknown	right:1
3	21606745	10	163	Forward	both:5, left:5
5	21607056	1	163	Unknown	right:1
5	21607187	1	83	Unknown	left:1
3	21607833	10	99	Reverse	right:5, left:5
3	21608621	5	99	Unknown	right:5
3	21608673	5	147	Unknown	left:5
3	21608744	5	83	Unknown	right:5
3	21608844	5	83	Unknown	right:5
5	21609495	1	147	Unknown	right:1
5	21609545	1	99	Unknown	left:1
3	21611345	10	83	Forward	left:5, right:5
3	21611833	10	83	Forward	left:5, right:5
3	21613302	10	163	Forward	right:5, left:5
3	21613364	5	83	Unknown	left:5
3	21613644	10	163	Forward	right:5, left:5
3	21615793	20	163	Forward	right:10, left:10
3	21615886	5	83	Unknown	right:5
5	21616051	1	99	Unknown	right:1
5	21616103	2	83	Unknown	left:2
5	21618599	1	99	Unknown	left:1
5	21620282	1	83	Unknown	left:1
3	21621011	5	83	Unknown	right:5
5	21621972	1	99	Unknown	right:1
5	21622005	3	163	Uncertain or multiple	right:3
5	21622054	1	83	Unknown	left:1
5	21622590	1	83	Unknown	left:1
5	21624330	1	83	Unknown	left:1
3	21624368	15	99	Unknown	left:15
5	21624505	1	163	Unknown	right:1
5	21625462	3	99	Unknown	left:3
3	21626292	10	99	Reverse	right:5, left:5
3	21626488	5	83	Unknown	right:5
3	21626920	10	99	Reverse	both:10
3	21628191	5	83	Unknown	right:5
3	21629065	5	99	Unknown	left:5
5	21629683	1	99	Unknown	right:1
3	21634198	10	83	Unknown	right:10
5	21635400	1	99	Unknown	left:1
5	21636383	1	99	Unknown	left:1
3	21636649	5	83	Unknown	left:5
5	21637052	1	83	Unknown	left:1
5	21637062	1	163	Unknown	right:1
3	21638563	5	161	Unknown	right:5
3	21639062	5	99	Unknown	left:5
3	21639559	5	99	Unknown	right:5
5	21639617	2	83	Forward	left:1, right:1
3	21640365	5	99	Unknown	left:5
3	21640839	10	99	Reverse	both:10
3	21641265	5	83	Unknown	left:5
3	21643271	5	83	Unknown	right:5
5	21643716	3	163	Unknown	left:3
3	21644768	10	83	Forward	left:5, right:5
5	21646350	1	83	Unknown	right:1
3	21648218	5	145	Unknown	left:5
5	21651509	1	99	Unknown	right:1
5	21651532	5	147	Unknown	left:5
3	21652902	5	99	Unknown	left:5
5	21652921	1	99	Unknown	left:1
5	21653490	2	163	Forward	right:1, left:1
3	21653636	10	99	Unknown	right:10
3	21656443	5	147	Unknown	left:5
5	21656641	1	83	Unknown	right:1
5	21658180	1	99	Unknown	both:1
3	21659445	5	99	Unknown	left:5
3	21660059	5	99	Unknown	left:5
3	21660743	5	163	Unknown	right:5
3	21661799	5	83	Unknown	right:5
3	21662469	5	83	Unknown	left:5
5	21662754	1	147	Unknown	left:1
5	21662767	2	163	Uncertain or multiple	right:2
3	21666290	5	99	Unknown	left:5
5	21666503	1	99	Unknown	left:1
3	21668424	5	83	Unknown	right:5
3	21670993	10	99	Reverse	right:5, left:5
5	21672027	1	163	Unknown	right:1
5	21672690	1	163	Unknown	right:1
5	21672707	3	99	Uncertain or multiple	right:3
5	21672748	7	147	Uncertain or multiple	left:7
3	21674678	10	83	Unknown	right:10
5	21674896	1	83	Unknown	right:1
5	21675595	2	99	Unknown	left:2
3	21679890	5	163	Unknown	left:5
5	21680577	1	99	Unknown	right:1
5	21680663	1	99	Unknown	left:1
5	21681679	1	99	Unknown	left:1
3	21681755	10	99	Reverse	right:5, left:5
3	21683813	5	99	Unknown	both:5
3	21685393	5	83	Unknown	right:5
3	21688016	5	83	Unknown	right:5
5	21689338	2	163	Forward	right:1, left:1
5	21690527	2	163	Forward	right:1, left:1
5	21695243	1	163	Unknown	right:1
5	21695254	2	99	Unknown	left:2
3	21697535	10	83	Unknown	right:10
5	21698652	2	99	Unknown	left:2
5	21698839	1	99	Unknown	right:1
3	21700124	5	147	Unknown	left:5
5	21700645	2	163	Forward	both:2
5	21700705	1	163	Unknown	right:1
3	21701598	5	99	Unknown	left:5
5	21702444	2	83	Unknown	right:2
3	21702954	10	147	Reverse	left:5, right:5
3	21703000	5	147	Unknown	right:5
3	21704135	5	83	Unknown	right:5
3	21705578	10	163	Forward	right:5, left:5
3	21705755	5	99	Unknown	right:5
3	21705786	10	147	Uncertain or multiple	left:10
3	21706372	5	147	Unknown	left:5
3	21708123	10	99	Reverse	right:5, left:5
3	21708258	10	147	Reverse	left:5, right:5
3	21709458	5	99	Unknown	left:5
5	21710286	1	83	Unknown	right:1
5	21710540	1	83	Unknown	right:1
5	21710754	2	163	Forward	right:1, left:1
5	21711961	2	99	Unknown	left:2
3	21712266	15	99	Unknown	left:15
5	21712517	1	163	Unknown	right:1
5	21713112	2	163	Forward	right:1, left:1
5	21715997	2	99	Reverse	right:1, left:1
3	21716554	5	147	Unknown	left:5
3	21716560	5	99	Unknown	right:5
5	21716917	1	163	Unknown	right:1
5	21717052	1	83	Unknown	left:1
3	21717807	5	147	Unknown	right:5
5	21717857	1	163	Unknown	right:1
3	21718361	5	163	Unknown	right:5
3	21718460	5	147	Unknown	left:5
5	21718466	1	99	Unknown	right:1
5	21718548	4	83	Uncertain or multiple	left:4
5	21719110	1	163	Unknown	right:1
5	21719169	1	163	Unknown	right:1
5	21719177	2	163	Uncertain or multiple	right:2
3	21719615	10	147	Reverse	left:5, right:5
3	21721146	5	163	Unknown	right:5
5	21722842	1	99	Unknown	left:1
3	21723447	10	83	Forward	right:10
5	21723899	1	83	Unknown	right:1
5	21724383	4	163	Forward	right:2, left:2
5	21724412	1	83	Unknown	right:1
3	21725333	5	65	Unknown	right:5
5	21730113	3	83	Unknown	right:3
3	21730169	5	83	Unknown	right:5
5	21730386	1	99	Unknown	left:1
5	21731473	2	99	Reverse	right:1, left:1
3	21732139	5	83	Unknown	left:5
5	21732247	1	83	Unknown	right:1
3	21732696	5	99	Unknown	left:5
5	21733281	2	163	Forward	right:1, left:1
3	21733549	10	147	Reverse	left:5, right:5
5	21735126	1	99	Unknown	left:1
5	21735394	4	163	Forward	right:2, left:2
3	21735639	10	163	Forward	right:5, left:5
5	21736627	1	97	Unknown	right:1
5	21737217	1	147	Unknown	left:1
3	21737639	5	147	Unknown	left:5
5	21739576	1	99	Unknown	left:1
3	21740043	5	99	Unknown	left:5
3	21740196	5	163	Unknown	right:5
3	21740285	5	147	Unknown	left:5
3	21741050	10	83	Unknown	right:10
3	21742198	10	99	Unknown	left:10
3	21742442	5	99	Unknown	left:5
5	21742628	2	163	Unknown	right:2
5	21742869	2	147	Reverse	left:1, right:1
3	21743147	10	163	Forward	right:5, left:5
3	21747323	5	163	Unknown	right:5
3	21748972	10	99	Reverse	right:5, both:5
5	21749197	1	83	Unknown	right:1
5	21749295	3	163	Unknown	right:3
5	21749341	2	163	Forward	right:1, left:1
5	21750053	2	163	Forward	right:1, left:1
3	21750562	5	147	Unknown	right:5
3	21750620	10	163	Forward	right:5, both:5
5	21752429	4	163	Forward	right:2, left:2
3	21752598	5	147	Unknown	left:5
5	21752964	1	163	Unknown	right:1
5	21753833	3	99	Unknown	left:3
3	21755117	5	163	Unknown	left:5
3	21755523	10	99	Reverse	right:5, left:5
3	21756401	5	99	Unknown	left:5
3	21758475	5	83	Unknown	right:5
5	21759011	2	163	Unknown	right:2
5	21759149	1	147	Unknown	left:1
5	21759512	12	147	Forward	right:1, left:11
3	21761200	15	147	Unknown	left:15
3	21762377	5	83	Unknown	right:5
5	21762725	2	83	Unknown	right:2
5	21763144	1	163	Unknown	left:1
5	21763211	2	163	Forward	right:1, left:1
5	21763455	3	83	Forward	right:1, left:2
5	21764231	1	83	Unknown	right:1
5	21764824	2	163	Forward	right:1, left:1
3	21766152	10	99	Unknown	left:10
3	21766170	5	83	Unknown	right:5
3	21766901	5	99	Unknown	left:5
3	21767142	5	161	Unknown	right:5
5	21767951	1	99	Unknown	left:1
5	21770244	1	163	Unknown	right:1
3	21771263	10	163	Forward	both:10
3	21771664	5	83	Unknown	right:5
5	21773894	1	163	Unknown	right:1
5	21773903	1	147	Unknown	left:1
5	21773974	1	147	Unknown	left:1
5	21774117	1	99	Unknown	right:1
3	21774301	5	99	Unknown	left:5
5	21774490	1	99	Unknown	left:1
3	21774589	10	99	Reverse	right:5, left:5
5	21774953	1	99	Unknown	right:1
5	21774975	2	147	Unknown	left:2
5	21776078	2	99	Reverse	right:1, left:1
5	21777020	2	99	Reverse	right:1, left:1
3	21778440	15	163	Forward	left:5, right:10
5	21779711	1	163	Unknown	right:1
3	21780186	5	161	Unknown	right:5
5	21781160	1	147	Unknown	left:1
5	21787616	1	83	Unknown	right:1
5	21790102	2	83	Forward	left:1, right:1
3	21790475	10	147	Reverse	left:5, right:5
5	21791782	1	83	Unknown	right:1
5	21793766	1	83	Unknown	right:1
3	21794272	10	99	Reverse	right:5, left:5
3	21794933	5	99	Unknown	left:5
5	21795743	2	83	Forward	left:1, right:1
3	21797626	10	99	Reverse	right:5, left:5
5	21801270	2	83	Forward	left:1, right:1
3	21802817	5	163	Unknown	right:5
3	21805739	10	163	Unknown	left:5, both:5
5	21807643	1	99	Unknown	right:1
5	21807812	2	163	Forward	right:1, left:1
3	21811514	5	99	Unknown	left:5
5	21813111	1	99	Unknown	right:1
5	21814553	1	99	Unknown	left:1
3	21815401	5	99	Unknown	left:5
5	21816419	2	99	Unknown	left:2
5	21816944	1	147	Unknown	left:1
5	21817052	1	147	Unknown	left:1
5	21817388	1	147	Unknown	left:1
5	21818466	2	163	Forward	right:1, left:1
3	21819219	5	99	Unknown	left:5
5	21820048	2	99	Reverse	both:1, left:1
5	21820123	1	83	Unknown	left:1
5	21820314	1	83	Unknown	right:1
5	21822286	4	99	Reverse	right:2, left:2
5	21822449	1	83	Unknown	right:1
3	21824017	10	99	Unknown	left:10
3	21827139	5	147	Unknown	right:5
5	21827553	1	163	Unknown	right:1
3	21828628	10	163	Forward	both:10
5	21828807	4	163	Forward	right:2, left:2
5	21830060	1	83	Unknown	right:1
3	21830385	5	83	Unknown	right:5
5	21830412	1	83	Unknown	right:1
5	21830529	1	99	Unknown	right:1
5	21831343	1	163	Unknown	right:1
5	21831411	1	163	Unknown	right:1
3	21831699	5	147	Unknown	left:5
3	21832552	5	147	Unknown	left:5
3	21832560	5	99	Unknown	right:5
3	21833273	5	147	Unknown	right:5
5	21834275	2	163	Forward	right:1, left:1
5	21835501	1	147	Unknown	right:1
5	21835974	1	163	Unknown	left:1
5	21837142	2	147	Uncertain or multiple	left:2
5	21837964	1	83	Unknown	right:1
5	21839386	1	83	Unknown	right:1
3	21839698	10	147	Reverse	left:5, right:5
3	21841042	5	83	Unknown	left:5
3	21842923	5	163	Unknown	right:5
5	21843143	4	83	Uncertain or multiple	left:4
5	21844940	1	147	Unknown	left:1
5	21846789	1	83	Unknown	right:1
3	21848733	5	99	Unknown	left:5
5	21849647	1	83	Unknown	right:1
3	21854595	5	99	Unknown	left:5
5	21856356	1	83	Unknown	right:1
3	21857208	10	99	Reverse	both:5, left:5
3	21857548	5	99	Unknown	left:5
5	21859424	2	83	Forward	left:1, right:1
5	21861878	1	83	Unknown	left:1
5	21862445	2	99	Reverse	both:2
3	21862664	10	99	Reverse	right:5, left:5
3	21863683	5	99	Unknown	left:5
5	21864958	1	163	Unknown	right:1
3	21867151	10	99	Reverse	right:5, left:5
3	21867956	5	83	Unknown	right:5
3	21870250	5	147	Unknown	left:5
3	21870567	10	83	Unknown	right:10
5	21870596	1	83	Unknown	right:1
5	21870724	1	99	Unknown	left:1
3	21870815	5	99	Unknown	left:5
3	21872101	20	99	Unknown	right:20
3	21872173	5	147	Unknown	left:5
5	21872769	1	83	Unknown	right:1
5	21873729	2	99	Unknown	left:2
3	21874316	10	99	Reverse	right:5, left:5
5	21876583	1	83	Unknown	right:1
5	21876648	2	99	Reverse	right:1, left:1
3	21878232	10	163	Forward	right:5, left:5
3	21878801	10	99	Unknown	left:10
5	21878816	1	83	Unknown	right:1
3	21879073	10	99	Reverse	right:5, left:5
3	21879453	10	83	Unknown	right:10
3	21882405	5	163	Unknown	right:5
5	21885652	1	163	Unknown	left:1
5	21887538	1	147	Unknown	left:1
5	21887685	2	147	Reverse	left:1, right:1
5	21899454	1	99	Unknown	left:1
5	21899787	1	99	Unknown	left:1
3	21900510	10	163	Forward	right:5, left:5
5	21900607	1	83	Unknown	left:1
5	21902032	1	99	Unknown	left:1
3	21903520	5	147	Unknown	left:5
3	21904923	5	83	Unknown	right:5
5	21905034	2	163	Forward	right:1, left:1
3	21906827	10	163	Forward	right:5, left:5
5	21907852	2	163	Forward	right:1, left:1
3	21908421	10	147	Reverse	left:5, right:5
3	21909809	10	99	Reverse	left:10
5	21909886	2	83	Forward	left:1, right:1
3	21911197	10	83	Unknown	left:10
5	21912544	2	163	Forward	right:1, left:1
3	21912667	5	147	Unknown	left:5
5	21915037	2	99	Reverse	right:1, left:1
5	21916757	2	163	Forward	right:1, left:1
5	21916831	2	99	Unknown	left:2
3	21917211	10	163	Forward	right:5, both:5
3	21918401	5	83	Unknown	right:5
3	21919213	5	99	Unknown	left:5
3	21919695	5	99	Unknown	left:5
3	21919950	5	99	Unknown	right:5
3	21924214	5	147	Unknown	left:5
5	21924878	2	99	Unknown	left:2
5	21925408	1	163	Unknown	right:1
5	21925437	1	83	Unknown	left:1
3	21925478	10	163	Forward	right:5, left:5
5	21927051	1	83	Unknown	right:1
5	21927304	1	83	Unknown	right:1
3	21928156	5	163	Unknown	right:5
3	21929400	10	83	Forward	left:5, right:5
3	21929438	5	163	Unknown	left:5
5	21931240	1	163	Unknown	right:1
5	21931323	2	147	Unknown	left:2
3	21931857	10	147	Uncertain or multiple	left:10
5	21932090	1	83	Unknown	right:1
5	21932125	1	83	Unknown	right:1
5	21932910	1	83	Unknown	left:1
5	21932943	2	163	Forward	right:1, left:1
3	21933540	5	65	Unknown	right:5
3	21933568	5	99	Unknown	left:5
5	21934849	3	99	Unknown	left:3
3	21935110	10	83	Forward	left:5, right:5
3	21935470	10	163	Forward	right:5, left:5
5	21935678	1	163	Unknown	left:1
5	21937362	1	147	Unknown	right:1
5	21938068	1	99	Unknown	left:1
3	21938701	5	83	Unknown	right:5
3	21941421	5	129	Unknown	right:5
5	21946957	1	83	Unknown	right:1
3	21947061	10	83	Forward	left:5, right:5
3	21948513	5	83	Unknown	right:5
5	21949250	1	99	Unknown	left:1
3	21949347	10	83	Unknown	right:10
3	21949356	5	83	Unknown	right:5
3	21951637	5	145	Unknown	left:5
3	21952282	10	147	Reverse	left:5, right:5
3	21953109	5	73	Unknown	left:5
5	21953139	1	97	Unknown	right:1
3	21953189	5	147	Unknown	left:5
5	21955826	1	83	Unknown	right:1
3	21955992	10	163	Forward	right:5, left:5
3	21956653	5	83	Unknown	right:5
3	21956983	10	163	Forward	right:5, left:5
5	21959059	4	163	Forward	right:2, left:2
3	21959894	15	163	Unknown	left:15
5	21960735	3	99	Reverse	left:2, right:1
3	21960779	5	99	Unknown	left:5
3	21961303	10	99	Reverse	right:5, left:5
3	21962340	5	83	Unknown	right:5
3	21962574	5	163	Unknown	left:5
3	21964039	15	163	Forward	right:10, left:5
5	21964073	4	99	Unknown	left:4
3	21965853	5	99	Unknown	left:5
3	21965981	10	83	Unknown	right:10
5	21968004	2	163	Forward	right:1, left:1
3	21968937	10	99	Reverse	right:5, left:5
5	21970657	1	99	Unknown	left:1
5	21972500	1	83	Unknown	right:1
3	21974086	5	83	Unknown	right:5
3	21974683	5	99	Unknown	left:5
3	21975512	5	163	Unknown	right:5
3	21975626	5	83	Unknown	left:5
3	21975635	10	83	Unknown	left:10
5	21975784	2	99	Unknown	left:2
5	21976858	1	99	Unknown	right:1
3	21977605	10	99	Unknown	left:10
5	21977953	2	99	Unknown	left:2
5	21978956	1	83	Unknown	right:1
5	21978977	1	147	Unknown	left:1
5	21980639	2	83	Forward	left:1, right:1
5	21980878	1	97	Unknown	right:1
5	21981659	2	163	Forward	right:1, left:1
5	21984363	1	163	Unknown	left:1
5	21984627	1	83	Unknown	right:1
5	21984819	1	161	Unknown	right:1
3	21985114	5	99	Unknown	left:5
5	21987305	1	99	Unknown	left:1
5	21988104	1	83	Unknown	right:1
3	21989053	10	147	Reverse	left:5, right:5
5	21989311	1	99	Unknown	left:1
3	21990599	5	147	Unknown	left:5
5	21990900	1	99	Unknown	right:1
3	21991276	10	99	Reverse	right:5, left:5
5	21993298	1	163	Unknown	right:1
3	21994977	20	99	Unknown	right:20
3	21995020	5	99	Unknown	right:5
3	21995091	35	163	Forward	left:35
3	21996202	5	147	Unknown	left:5
5	21998727	1	163	Unknown	right:1
5	21999346	4	99	Reverse	right:2, left:2
3	21999516	10	83	Unknown	right:10
5	21999734	1	99	Unknown	left:1
5	22000054	1	83	Unknown	left:1
5	22000365	1	83	Unknown	left:1
5	22001298	2	83	Unknown	right:2
5	22001944	2	99	Reverse	right:1, left:1
5	22002180	2	163	Forward	right:1, left:1
5	22002916	2	99	Unknown	left:2
5	22002970	1	147	Unknown	right:1
5	22003316	2	99	Reverse	right:1, left:1
5	22006481	1	99	Unknown	left:1
3	22006821	10	83	Unknown	right:10
5	22006965	1	163	Unknown	right:1
3	22010548	5	99	Unknown	left:5
5	22011446	1	163	Unknown	right:1
3	22011528	10	147	Reverse	left:5, right:5
3	22012737	5	163	Unknown	right:5
5	22014310	1	83	Unknown	right:1
5	22014669	1	83	Unknown	right:1
3	22015103	10	83	Unknown	right:10
5	22016193	1	177	Unknown	left:1
5	22018188	1	83	Unknown	right:1
3	22018399	10	99	Reverse	right:5, left:5
5	22020734	1	99	Unknown	right:1
5	22020741	1	163	Unknown	right:1
5	22020796	1	147	Unknown	left:1
3	22020986	5	83	Unknown	left:5
3	22022363	10	83	Unknown	right:10
3	22022500	10	99	Reverse	right:5, left:5
3	22022675	5	163	Unknown	right:5
3	22022704	5	99	Unknown	right:5
3	22022736	10	99	Unknown	right:10
3	22022796	10	147	Uncertain or multiple	left:10
3	22023796	5	163	Unknown	right:5
3	22023888	5	147	Unknown	left:5
3	22025087	5	99	Unknown	left:5
5	22025926	1	83	Unknown	right:1
3	22027759	5	83	Unknown	right:5
5	22029474	2	99	Unknown	left:2
3	22032338	10	163	Forward	right:5, left:5
5	22033662	2	129	Unknown	right:2
5	22037516	1	83	Unknown	right:1
5	22037596	1	83	Unknown	right:1
5	22042939	1	147	Unknown	left:1
5	22043166	1	147	Unknown	right:1
3	22044592	5	99	Unknown	right:5
3	22044679	5	83	Unknown	left:5
3	22046289	10	147	Reverse	left:5, right:5
3	22046672	5	147	Unknown	left:5
5	22047284	1	99	Unknown	right:1
5	22047702	1	99	Unknown	left:1
5	22049054	3	147	Unknown	left:3
5	22049073	1	163	Unknown	right:1
5	22049115	1	147	Unknown	left:1
3	22052925	5	83	Unknown	right:5
5	22055033	1	83	Unknown	right:1
5	22055105	2	163	Forward	right:1, left:1
5	22055133	1	163	Unknown	right:1
5	22055328	1	83	Unknown	right:1
3	22055647	10	83	Unknown	right:10
3	22055751	5	163	Unknown	right:5
3	22055776	30	147	Reverse	left:30
3	22056040	5	83	Unknown	right:5
5	22056047	2	99	Unknown	left:2
5	22057794	2	99	Unknown	left:2
5	22059141	1	99	Unknown	left:1
3	22062848	10	83	Forward	left:5, right:5
3	22064211	5	99	Unknown	right:5
3	22064250	65	161	Unknown	right:65
3	22064256	5	97	Unknown	right:5
3	22064266	10	97	Unknown	right:10
3	22064278	15	83	Unknown	right:15
3	22064286	10	73	Unknown	right:10
3	22065868	5	163	Unknown	right:5
3	22066807	5	99	Unknown	left:5
5	22066944	1	83	Unknown	left:1
5	22068616	1	99	Unknown	left:1
5	22069469	1	83	Unknown	right:1
3	22070053	10	83	Forward	left:5, right:5
5	22070556	2	99	Unknown	right:2
5	22070668	1	99	Unknown	right:1
5	22071162	1	99	Unknown	right:1
3	22071914	20	163	Forward	right:10, left:10
3	22072386	10	147	Reverse	left:5, right:5
5	22073066	3	83	Unknown	left:2, right:1
3	22073435	15	99	Unknown	left:15
3	22073834	5	83	Unknown	right:5
3	22074483	10	99	Unknown	left:10
5	22074622	2	83	Unknown	right:2
3	22077190	5	99	Unknown	right:5
3	22077495	10	99	Unknown	right:10
5	22078139	1	99	Unknown	left:1
3	22078347	10	163	Forward	right:5, left:5
3	22078742	10	99	Unknown	left:10
3	22079694	10	99	Reverse	right:5, left:5
3	22080298	5	83	Unknown	right:5
3	22084518	5	99	Unknown	left:5
5	22084707	2	83	Uncertain or multiple	left:2
5	22085152	1	147	Unknown	left:1
5	22086025	1	83	Unknown	right:1
5	22086285	1	99	Unknown	right:1
3	22086455	5	83	Unknown	left:5
3	22086993	10	83	Unknown	right:10
5	22088594	1	83	Unknown	left:1
3	22089031	20	163	Forward	right:10, left:10
5	22089093	2	99	Reverse	right:1, left:1
5	22089360	1	163	Unknown	right:1
5	22089389	1	99	Unknown	left:1
5	22089717	1	99	Unknown	left:1
3	22091380	10	99	Reverse	right:5, left:5
5	22091713	1	83	Unknown	right:1
5	22094399	2	99	Unknown	left:2
5	22094471	1	163	Unknown	left:1
3	22095649	5	99	Unknown	left:5
3	22095937	5	163	Unknown	right:5
5	22099323	1	83	Unknown	right:1
5	22099395	1	83	Unknown	right:1
5	22099419	1	83	Unknown	right:1
5	22102277	1	163	Unknown	left:1
3	22102394	5	163	Unknown	right:5
3	22105293	5	99	Unknown	right:5
3	22105416	5	147	Unknown	left:5
3	22107385	5	163	Unknown	right:5
3	22107800	20	163	Forward	right:10, left:10
5	22109490	1	99	Unknown	right:1
3	22109502	10	99	Unknown	left:10
3	22111924	10	99	Uncertain or multiple	right:10
3	22112049	5	147	Unknown	left:5
5	22112433	1	163	Unknown	right:1
5	22114918	1	83	Unknown	right:1
5	22118272	1	83	Unknown	left:1
5	22119156	1	83	Unknown	right:1
3	22120950	5	177	Unknown	left:5
3	22121046	5	147	Unknown	left:5
3	22121242	10	83	Forward	left:5, right:5
3	22122222	5	121	Unknown	left:5
3	22122820	5	99	Unknown	left:5
3	22122998	20	99	Reverse	right:10, left:10
3	22123546	5	163	Unknown	right:5
3	22123559	5	83	Unknown	right:5
5	22124480	1	163	Unknown	right:1
5	22124602	1	83	Unknown	left:1
3	22125772	10	147	Reverse	left:5, right:5
3	22126041	20	163	Forward	left:20
3	22126435	5	83	Unknown	right:5
5	22126612	2	99	Unknown	left:2
5	22128462	4	161	Unknown	right:4
5	22128718	1	83	Unknown	right:1
5	22129278	1	163	Unknown	right:1
5	22129306	1	99	Unknown	right:1
5	22129325	1	163	Unknown	right:1
5	22129338	1	99	Unknown	right:1
5	22129350	3	83	Uncertain or multiple	left:3
5	22129358	1	99	Unknown	right:1
3	22130052	5	145	Unknown	left:5
3	22130547	5	99	Unknown	right:5
3	22130634	15	147	Uncertain or multiple	left:15
5	22130677	1	163	Unknown	right:1
5	22131433	1	83	Unknown	right:1
3	22132188	5	147	Unknown	right:5
3	22134288	10	163	Forward	both:10
5	22134723	2	83	Unknown	right:2
5	22134736	1	83	Unknown	right:1
5	22135599	1	99	Unknown	left:1
5	22136577	1	99	Unknown	left:1
5	22137748	2	147	Reverse	left:1, right:1
3	22138623	5	83	Unknown	right:5
3	22139080	30	83	Uncertain or multiple	left:30
5	22139925	1	163	Unknown	right:1
3	22142550	20	99	Unknown	left:20
3	22142930	5	147	Unknown	left:5
3	22142939	5	99	Unknown	right:5
5	22142986	1	163	Unknown	right:1
3	22143139	5	99	Unknown	left:5
3	22143697	5	83	Unknown	right:5
5	22144235	1	83	Unknown	left:1
5	22144716	1	83	Unknown	left:1
5	22145706	4	163	Forward	right:2, left:1, both:1
5	22145849	1	163	Unknown	left:1
5	22148437	1	99	Unknown	left:1
3	22150765	5	99	Unknown	left:5
5	22151824	2	163	Unknown	left:2
5	22152009	4	147	Uncertain or multiple	left:4
5	22152678	1	163	Unknown	right:1
3	22153176	5	99	Unknown	left:5
5	22153497	1	147	Unknown	right:1
3	22153855	10	163	Forward	right:5, left:5
5	22154073	4	147	Reverse	left:2, right:2
3	22154161	10	163	Unknown	left:10
5	22154658	1	147	Unknown	left:1
3	22155251	5	99	Unknown	left:5
5	22155451	4	99	Unknown	left:4
3	22155890	5	83	Unknown	right:5
5	22156553	1	83	Unknown	right:1
5	22157023	1	83	Unknown	right:1
3	22157769	5	83	Unknown	left:5
5	22157919	2	147	Reverse	left:1, right:1
3	22158101	5	83	Unknown	right:5
5	22159489	2	99	Reverse	right:1, left:1
3	22160776	5	163	Unknown	right:5
3	22160799	5	83	Unknown	left:5
3	22161559	10	83	Forward	left:5, right:5
3	22161741	5	99	Unknown	left:5
3	22163365	5	83	Unknown	right:5
5	22164231	2	83	Uncertain or multiple	left:2
5	22164804	1	99	Unknown	left:1
3	22165973	10	99	Reverse	right:5, left:5
3	22166083	5	99	Unknown	left:5
5	22166992	1	163	Unknown	right:1
3	22167272	5	83	Unknown	both:5
5	22169097	1	83	Unknown	left:1
3	22169516	5	163	Unknown	right:5
3	22171174	5	83	Unknown	right:5
5	22171244	4	147	Reverse	left:2, right:2
3	22173078	5	99	Unknown	left:5
3	22174340	10	83	Forward	left:5, right:5
5	22175369	2	163	Forward	right:1, left:1
